SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes,Product,Category,Size,Cost_per_box
SP12,G6,P16,2/26/2021,11900,256,518,Organic Choco Syrup,Other,SMALL,1.47
SP25,G4,P19,2/26/2021,10437,350,1044,70% Dark Bites,Bites,SMALL,4.97
SP18,G1,P12,3/1/2021,5691,216,335,Fruit & Nut Bars,Bars,LARGE,1.58
SP22,G5,P04,3/1/2021,5397,66,300,Raspberry Choco,Bars,LARGE,4.09
SP08,G2,P16,3/1/2021,3276,61,143,Organic Choco Syrup,Other,SMALL,1.47
SP09,G4,P07,3/1/2021,4102,14,187,Drinking Coco,Other,LARGE,1.62
SP02,G5,P18,3/1/2021,476,86,18,Manuka Honey Choco,Other,SMALL,4.75
SP14,G3,P16,3/1/2021,4858,138,157,Organic Choco Syrup,Other,SMALL,1.47
SP09,G3,P08,3/1/2021,7259,69,404,99% Dark & Pure,Bars,LARGE,2.47
SP08,G1,P03,3/2/2021,6209,35,311,Almond Choco,Bars,LARGE,9.6
SP09,G4,P16,3/2/2021,12390,269,539,Organic Choco Syrup,Other,SMALL,1.47
SP20,G6,P21,3/2/2021,686,103,41,Choco Coated Almonds,Bites,SMALL,6.17
SP18,G4,P01,3/2/2021,9030,563,312,Milk Bars,Bars,LARGE,1.52
SP14,G3,P03,3/2/2021,5376,48,256,Almond Choco,Bars,LARGE,9.6
SP24,G5,P17,3/2/2021,2898,17,126,Caramel Stuffed Bars,Bars,SMALL,0.54
SP01,G2,P03,3/2/2021,18900,13,945,Almond Choco,Bars,LARGE,9.6
SP18,G2,P11,3/2/2021,5082,95,182,After Nines,Bites,LARGE,4.43
SP16,G5,P04,3/2/2021,2016,177,107,Raspberry Choco,Bars,LARGE,4.09
SP10,G2,P20,3/2/2021,847,145,50,Smooth Sliky Salty,Bars,SMALL,2.97
SP10,G4,P15,3/3/2021,4200,57,350,Baker's Choco Chips,Bars,SMALL,3.4
SP03,G4,P22,3/3/2021,17577,190,977,Peanut Butter Cubes,Bites,SMALL,3.57
SP09,G1,P09,3/3/2021,861,108,96,Orange Choco,Bars,LARGE,7.14
SP03,G3,P07,3/3/2021,3829,434,142,Drinking Coco,Other,LARGE,1.62
SP01,G6,P18,3/3/2021,1155,238,37,Manuka Honey Choco,Other,SMALL,4.75
SP19,G5,P15,3/3/2021,11123,189,1391,Baker's Choco Chips,Bars,SMALL,3.4
SP22,G4,P15,3/3/2021,8505,82,532,Baker's Choco Chips,Bars,SMALL,3.4
SP05,G2,P07,3/3/2021,4130,152,138,Drinking Coco,Other,LARGE,1.62
SP14,G5,P01,3/3/2021,420,43,15,Milk Bars,Bars,LARGE,1.52
SP07,G5,P06,3/3/2021,994,92,63,Eclairs,Bites,LARGE,2.24
SP13,G6,P05,3/3/2021,3689,364,176,Mint Chip Choco,Bars,LARGE,1.54
SP16,G2,P06,3/3/2021,13195,124,880,Eclairs,Bites,LARGE,2.24
SP12,G5,P16,3/4/2021,6545,276,219,Organic Choco Syrup,Other,SMALL,1.47
SP04,G2,P07,3/4/2021,9982,399,357,Drinking Coco,Other,LARGE,1.62
SP21,G6,P13,3/4/2021,6363,95,398,85% Dark Bars,Bars,SMALL,0.64
SP04,G5,P15,3/4/2021,14336,50,1304,Baker's Choco Chips,Bars,SMALL,3.4
SP24,G1,P10,3/4/2021,7063,182,253,Spicy Special Slims,Bites,LARGE,5.79
SP17,G5,P11,3/4/2021,5551,176,199,After Nines,Bites,LARGE,4.43
SP05,G2,P09,3/4/2021,448,319,38,Orange Choco,Bars,LARGE,7.14
SP11,G6,P21,3/5/2021,9121,66,481,Choco Coated Almonds,Bites,SMALL,6.17
SP04,G3,P09,3/5/2021,6258,277,626,Orange Choco,Bars,LARGE,7.14
SP20,G3,P18,3/5/2021,10752,111,347,Manuka Honey Choco,Other,SMALL,4.75
SP08,G4,P13,3/5/2021,12411,100,540,85% Dark Bars,Bars,SMALL,0.64
SP11,G5,P18,3/5/2021,308,74,10,Manuka Honey Choco,Other,SMALL,4.75
SP25,G2,P12,3/5/2021,10689,296,764,Fruit & Nut Bars,Bars,LARGE,1.58
SP04,G6,P07,3/5/2021,448,98,16,Drinking Coco,Other,LARGE,1.62
SP11,G2,P05,3/5/2021,4410,271,260,Mint Chip Choco,Bars,LARGE,1.54
SP15,G6,P15,3/8/2021,6265,501,570,Baker's Choco Chips,Bars,SMALL,3.4
SP05,G3,P21,3/8/2021,7301,116,366,Choco Coated Almonds,Bites,SMALL,6.17
SP03,G5,P18,3/8/2021,4802,330,185,Manuka Honey Choco,Other,SMALL,4.75
SP14,G3,P01,3/8/2021,1358,99,53,Milk Bars,Bars,LARGE,1.52
SP21,G2,P02,3/8/2021,1610,284,147,50% Dark Bites,Bites,LARGE,2.57
SP03,G6,P22,3/8/2021,63,106,3,Peanut Butter Cubes,Bites,SMALL,3.57
SP05,G4,P21,3/8/2021,161,55,8,Choco Coated Almonds,Bites,SMALL,6.17
SP02,G3,P03,3/8/2021,1246,157,70,Almond Choco,Bars,LARGE,9.6
SP15,G1,P11,3/8/2021,49,250,3,After Nines,Bites,LARGE,4.43
SP09,G2,P03,3/8/2021,4032,150,202,Almond Choco,Bars,LARGE,9.6
SP18,G3,P09,3/8/2021,1085,181,181,Orange Choco,Bars,LARGE,7.14
SP10,G2,P10,3/8/2021,4347,135,174,Spicy Special Slims,Bites,LARGE,5.79
SP15,G5,P17,3/8/2021,7084,193,322,Caramel Stuffed Bars,Bars,SMALL,0.54
SP13,G3,P04,3/8/2021,5383,117,300,Raspberry Choco,Bars,LARGE,4.09
SP06,G3,P12,3/8/2021,1351,232,123,Fruit & Nut Bars,Bars,LARGE,1.58
SP19,G5,P19,3/8/2021,3591,455,257,70% Dark Bites,Bites,SMALL,4.97
SP13,G3,P12,3/8/2021,1540,27,154,Fruit & Nut Bars,Bars,LARGE,1.58
SP22,G2,P07,3/8/2021,9884,113,341,Drinking Coco,Other,LARGE,1.62
SP18,G1,P13,3/8/2021,9415,296,554,85% Dark Bars,Bars,SMALL,0.64
SP02,G5,P07,3/8/2021,1778,52,66,Drinking Coco,Other,LARGE,1.62
SP17,G3,P04,3/8/2021,8120,224,370,Raspberry Choco,Bars,LARGE,4.09
SP23,G6,P01,3/8/2021,2849,128,95,Milk Bars,Bars,LARGE,1.52
SP13,G5,P13,3/8/2021,2408,288,115,85% Dark Bars,Bars,SMALL,0.64
SP07,G3,P17,3/8/2021,12075,265,549,Caramel Stuffed Bars,Bars,SMALL,0.54
SP06,G3,P18,3/8/2021,2730,120,95,Manuka Honey Choco,Other,SMALL,4.75
SP19,G6,P04,3/9/2021,1778,267,112,Raspberry Choco,Bars,LARGE,4.09
SP18,G4,P09,3/9/2021,4725,157,591,Orange Choco,Bars,LARGE,7.14
SP13,G3,P20,3/9/2021,6405,40,338,Smooth Sliky Salty,Bars,SMALL,2.97
SP03,G6,P08,3/9/2021,2674,402,122,99% Dark & Pure,Bars,LARGE,2.47
SP24,G1,P08,3/9/2021,5908,149,311,99% Dark & Pure,Bars,LARGE,2.47
SP24,G5,P03,3/9/2021,7301,39,457,Almond Choco,Bars,LARGE,9.6
SP24,G2,P10,3/9/2021,154,101,6,Spicy Special Slims,Bites,LARGE,5.79
SP12,G2,P09,3/9/2021,343,103,29,Orange Choco,Bars,LARGE,7.14
SP03,G4,P19,3/9/2021,14903,136,1656,70% Dark Bites,Bites,SMALL,4.97
SP17,G4,P12,3/9/2021,5390,482,318,Fruit & Nut Bars,Bars,LARGE,1.58
SP09,G5,P03,3/9/2021,553,105,27,Almond Choco,Bars,LARGE,9.6
SP23,G6,P10,3/9/2021,7266,70,346,Spicy Special Slims,Bites,LARGE,5.79
SP14,G4,P05,3/9/2021,8792,32,419,Mint Chip Choco,Bars,LARGE,1.54
SP05,G1,P04,3/9/2021,8967,154,561,Raspberry Choco,Bars,LARGE,4.09
SP24,G1,P13,3/9/2021,3661,269,167,85% Dark Bars,Bars,SMALL,0.64
SP13,G4,P19,3/10/2021,1344,8,112,70% Dark Bites,Bites,SMALL,4.97
SP15,G5,P09,3/10/2021,10262,168,856,Orange Choco,Bars,LARGE,7.14
SP03,G1,P05,3/10/2021,4480,128,264,Mint Chip Choco,Bars,LARGE,1.54
SP21,G4,P22,3/10/2021,7784,100,300,Peanut Butter Cubes,Bites,SMALL,3.57
SP01,G2,P17,3/10/2021,19054,178,658,Caramel Stuffed Bars,Bars,SMALL,0.54
SP17,G4,P08,3/10/2021,23268,80,1058,99% Dark & Pure,Bars,LARGE,2.47
SP08,G1,P06,3/11/2021,3885,242,195,Eclairs,Bites,LARGE,2.24
SP17,G6,P06,3/11/2021,7147,225,477,Eclairs,Bites,LARGE,2.24
SP19,G1,P16,3/11/2021,4571,62,164,Organic Choco Syrup,Other,SMALL,1.47
SP23,G5,P20,3/11/2021,7973,80,614,Smooth Sliky Salty,Bars,SMALL,2.97
SP07,G6,P01,3/11/2021,6055,213,202,Milk Bars,Bars,LARGE,1.52
SP09,G4,P03,3/11/2021,847,213,43,Almond Choco,Bars,LARGE,9.6
SP08,G4,P09,3/11/2021,4914,147,702,Orange Choco,Bars,LARGE,7.14
SP02,G5,P08,3/11/2021,1358,204,76,99% Dark & Pure,Bars,LARGE,2.47
SP01,G4,P17,3/11/2021,1428,387,50,Caramel Stuffed Bars,Bars,SMALL,0.54
SP14,G2,P22,3/11/2021,8764,50,439,Peanut Butter Cubes,Bites,SMALL,3.57
SP25,G5,P03,3/11/2021,10472,107,456,Almond Choco,Bars,LARGE,9.6
SP22,G6,P10,3/11/2021,1960,65,70,Spicy Special Slims,Bites,LARGE,5.79
SP03,G3,P06,3/11/2021,10171,69,536,Eclairs,Bites,LARGE,2.24
SP04,G3,P15,3/11/2021,8253,13,551,Baker's Choco Chips,Bars,SMALL,3.4
SP01,G1,P16,3/11/2021,9534,86,367,Organic Choco Syrup,Other,SMALL,1.47
SP19,G3,P08,3/11/2021,5936,199,350,99% Dark & Pure,Bars,LARGE,2.47
SP01,G6,P06,3/12/2021,154,172,8,Eclairs,Bites,LARGE,2.24
SP08,G4,P18,3/12/2021,5663,155,196,Manuka Honey Choco,Other,SMALL,4.75
SP09,G6,P15,3/12/2021,11298,14,1256,Baker's Choco Chips,Bars,SMALL,3.4
SP19,G3,P01,3/12/2021,1309,237,49,Milk Bars,Bars,LARGE,1.52
SP03,G6,P06,3/12/2021,3815,258,212,Eclairs,Bites,LARGE,2.24
SP23,G5,P07,3/12/2021,385,227,16,Drinking Coco,Other,LARGE,1.62
SP18,G2,P22,3/12/2021,315,232,15,Peanut Butter Cubes,Bites,SMALL,3.57
SP06,G1,P22,3/12/2021,11823,453,657,Peanut Butter Cubes,Bites,SMALL,3.57
SP03,G5,P07,3/12/2021,2891,205,108,Drinking Coco,Other,LARGE,1.62
SP22,G6,P05,3/12/2021,5278,54,264,Mint Chip Choco,Bars,LARGE,1.54
SP20,G6,P10,3/12/2021,8036,118,335,Spicy Special Slims,Bites,LARGE,5.79
SP21,G6,P22,3/12/2021,2940,142,128,Peanut Butter Cubes,Bites,SMALL,3.57
SP02,G1,P22,3/12/2021,8309,232,333,Peanut Butter Cubes,Bites,SMALL,3.57
SP12,G1,P07,3/12/2021,1820,18,63,Drinking Coco,Other,LARGE,1.62
SP08,G2,P09,3/12/2021,1393,153,127,Orange Choco,Bars,LARGE,7.14
SP02,G4,P18,3/12/2021,6440,235,215,Manuka Honey Choco,Other,SMALL,4.75
SP07,G6,P16,3/12/2021,2275,359,99,Organic Choco Syrup,Other,SMALL,1.47
SP01,G6,P10,3/12/2021,3941,209,180,Spicy Special Slims,Bites,LARGE,5.79
SP23,G6,P19,3/12/2021,49,78,4,70% Dark Bites,Bites,SMALL,4.97
SP18,G2,P03,3/12/2021,3346,122,168,Almond Choco,Bars,LARGE,9.6
SP14,G1,P14,3/15/2021,4592,445,511,White Choc,Other,SMALL,0.16
SP21,G5,P12,3/15/2021,8862,152,522,Fruit & Nut Bars,Bars,LARGE,1.58
SP22,G4,P06,3/15/2021,9590,133,640,Eclairs,Bites,LARGE,2.24
SP04,G2,P13,3/15/2021,7175,47,359,85% Dark Bars,Bars,SMALL,0.64
SP11,G1,P10,3/15/2021,2534,119,91,Spicy Special Slims,Bites,LARGE,5.79
SP02,G1,P06,3/15/2021,1162,3,62,Eclairs,Bites,LARGE,2.24
SP10,G3,P05,3/15/2021,7042,173,470,Mint Chip Choco,Bars,LARGE,1.54
SP06,G1,P20,3/15/2021,7392,111,493,Smooth Sliky Salty,Bars,SMALL,2.97
SP24,G3,P05,3/15/2021,371,191,20,Mint Chip Choco,Bars,LARGE,1.54
SP23,G4,P06,3/16/2021,7728,151,368,Eclairs,Bites,LARGE,2.24
SP20,G5,P18,3/16/2021,518,223,21,Manuka Honey Choco,Other,SMALL,4.75
SP08,G1,P07,3/16/2021,8547,112,317,Drinking Coco,Other,LARGE,1.62
SP15,G5,P05,3/16/2021,4018,34,192,Mint Chip Choco,Bars,LARGE,1.54
SP21,G4,P17,3/16/2021,6118,203,266,Caramel Stuffed Bars,Bars,SMALL,0.54
SP12,G4,P11,3/16/2021,1582,119,55,After Nines,Bites,LARGE,4.43
SP23,G4,P13,3/16/2021,3626,309,214,85% Dark Bars,Bars,SMALL,0.64
SP18,G3,P11,3/16/2021,8981,152,360,After Nines,Bites,LARGE,4.43
SP08,G2,P19,3/16/2021,3304,306,255,70% Dark Bites,Bites,SMALL,4.97
SP03,G6,P11,3/16/2021,6076,74,196,After Nines,Bites,LARGE,4.43
SP04,G1,P15,3/16/2021,12530,134,964,Baker's Choco Chips,Bars,SMALL,3.4
SP02,G2,P20,3/16/2021,3675,273,283,Smooth Sliky Salty,Bars,SMALL,2.97
SP15,G6,P04,3/16/2021,434,152,28,Raspberry Choco,Bars,LARGE,4.09
SP10,G1,P20,3/16/2021,5509,16,307,Smooth Sliky Salty,Bars,SMALL,2.97
SP01,G1,P21,3/16/2021,10843,228,517,Choco Coated Almonds,Bites,SMALL,6.17
SP01,G3,P09,3/16/2021,7623,88,587,Orange Choco,Bars,LARGE,7.14
SP01,G3,P12,3/16/2021,7623,152,636,Fruit & Nut Bars,Bars,LARGE,1.58
SP01,G3,P10,3/17/2021,6573,185,313,Spicy Special Slims,Bites,LARGE,5.79
SP05,G1,P14,3/17/2021,2520,95,149,White Choc,Other,SMALL,0.16
SP04,G1,P21,3/17/2021,910,14,54,Choco Coated Almonds,Bites,SMALL,6.17
SP24,G2,P19,3/17/2021,5397,8,416,70% Dark Bites,Bites,SMALL,4.97
SP16,G3,P16,3/17/2021,4263,464,158,Organic Choco Syrup,Other,SMALL,1.47
SP19,G6,P17,3/17/2021,7637,114,273,Caramel Stuffed Bars,Bars,SMALL,0.54
SP11,G3,P13,3/17/2021,15239,156,953,85% Dark Bars,Bars,SMALL,0.64
SP23,G2,P08,3/17/2021,7840,81,392,99% Dark & Pure,Bars,LARGE,2.47
SP16,G3,P18,3/17/2021,1302,298,51,Manuka Honey Choco,Other,SMALL,4.75
SP16,G2,P17,3/17/2021,3192,459,128,Caramel Stuffed Bars,Bars,SMALL,0.54
SP23,G4,P16,3/17/2021,4312,79,188,Organic Choco Syrup,Other,SMALL,1.47
SP18,G2,P16,3/17/2021,6258,49,224,Organic Choco Syrup,Other,SMALL,1.47
SP05,G2,P22,3/17/2021,7931,257,418,Peanut Butter Cubes,Bites,SMALL,3.57
SP19,G3,P22,3/17/2021,2576,67,129,Peanut Butter Cubes,Bites,SMALL,3.57
SP03,G1,P17,3/17/2021,623,224,22,Caramel Stuffed Bars,Bars,SMALL,0.54
SP20,G6,P17,3/17/2021,7567,254,292,Caramel Stuffed Bars,Bars,SMALL,0.54
SP13,G1,P22,3/18/2021,6363,179,266,Peanut Butter Cubes,Bites,SMALL,3.57
SP02,G3,P22,3/18/2021,1645,97,75,Peanut Butter Cubes,Bites,SMALL,3.57
SP25,G3,P19,3/18/2021,12740,72,980,70% Dark Bites,Bites,SMALL,4.97
SP12,G3,P20,3/18/2021,6755,504,483,Smooth Sliky Salty,Bars,SMALL,2.97
SP15,G1,P12,3/18/2021,13321,119,833,Fruit & Nut Bars,Bars,LARGE,1.58
SP09,G5,P21,3/18/2021,1078,41,57,Choco Coated Almonds,Bites,SMALL,6.17
SP14,G3,P08,3/18/2021,13104,77,624,99% Dark & Pure,Bars,LARGE,2.47
SP07,G3,P18,3/18/2021,10241,74,366,Manuka Honey Choco,Other,SMALL,4.75
SP19,G6,P13,3/19/2021,1904,316,112,85% Dark Bars,Bars,SMALL,0.64
SP15,G3,P20,3/19/2021,4116,89,217,Smooth Sliky Salty,Bars,SMALL,2.97
SP09,G3,P10,3/19/2021,1302,24,55,Spicy Special Slims,Bites,LARGE,5.79
SP03,G3,P10,3/19/2021,4606,186,210,Spicy Special Slims,Bites,LARGE,5.79
SP25,G1,P06,3/19/2021,8526,153,569,Eclairs,Bites,LARGE,2.24
SP19,G3,P17,3/22/2021,13832,187,577,Caramel Stuffed Bars,Bars,SMALL,0.54
SP03,G6,P17,3/22/2021,10962,24,392,Caramel Stuffed Bars,Bars,SMALL,0.54
SP04,G1,P05,3/22/2021,5383,212,317,Mint Chip Choco,Bars,LARGE,1.54
SP25,G5,P15,3/22/2021,2856,138,179,Baker's Choco Chips,Bars,SMALL,3.4
SP19,G2,P16,3/22/2021,2954,143,96,Organic Choco Syrup,Other,SMALL,1.47
SP05,G2,P10,3/22/2021,14385,230,600,Spicy Special Slims,Bites,LARGE,5.79
SP10,G6,P06,3/22/2021,10346,88,647,Eclairs,Bites,LARGE,2.24
SP24,G1,P20,3/22/2021,1568,199,83,Smooth Sliky Salty,Bars,SMALL,2.97
SP11,G6,P16,3/22/2021,3682,152,148,Organic Choco Syrup,Other,SMALL,1.47
SP02,G1,P11,3/22/2021,5544,162,185,After Nines,Bites,LARGE,4.43
SP02,G2,P11,3/22/2021,252,48,10,After Nines,Bites,LARGE,4.43
SP06,G3,P08,3/22/2021,6230,68,271,99% Dark & Pure,Bars,LARGE,2.47
SP15,G4,P11,3/23/2021,3724,37,129,After Nines,Bites,LARGE,4.43
SP02,G4,P12,3/23/2021,5544,59,427,Fruit & Nut Bars,Bars,LARGE,1.58
SP01,G6,P04,3/23/2021,8624,54,392,Raspberry Choco,Bars,LARGE,4.09
SP17,G1,P02,3/23/2021,4627,135,515,50% Dark Bites,Bites,LARGE,2.57
SP01,G5,P12,3/23/2021,13237,374,1019,Fruit & Nut Bars,Bars,LARGE,1.58
SP08,G3,P05,3/23/2021,3143,298,158,Mint Chip Choco,Bars,LARGE,1.54
SP22,G3,P16,3/23/2021,8631,83,376,Organic Choco Syrup,Other,SMALL,1.47
SP06,G3,P21,3/23/2021,4886,343,288,Choco Coated Almonds,Bites,SMALL,6.17
SP18,G4,P03,3/23/2021,5012,71,295,Almond Choco,Bars,LARGE,9.6
SP20,G2,P05,3/23/2021,7847,353,462,Mint Chip Choco,Bars,LARGE,1.54
SP01,G3,P02,3/24/2021,2709,203,301,50% Dark Bites,Bites,LARGE,2.57
SP20,G6,P01,3/24/2021,8918,295,372,Milk Bars,Bars,LARGE,1.52
SP02,G6,P17,3/24/2021,11942,436,543,Caramel Stuffed Bars,Bars,SMALL,0.54
SP08,G6,P19,3/24/2021,19173,42,1279,70% Dark Bites,Bites,SMALL,4.97
SP16,G1,P17,3/24/2021,2590,209,87,Caramel Stuffed Bars,Bars,SMALL,0.54
SP16,G4,P04,3/24/2021,2555,73,160,Raspberry Choco,Bars,LARGE,4.09
SP10,G5,P05,3/24/2021,861,80,46,Mint Chip Choco,Bars,LARGE,1.54
SP07,G5,P17,3/24/2021,11956,282,544,Caramel Stuffed Bars,Bars,SMALL,0.54
SP07,G4,P19,3/24/2021,8589,226,661,70% Dark Bites,Bites,SMALL,4.97
SP05,G6,P22,3/24/2021,6496,196,361,Peanut Butter Cubes,Bites,SMALL,3.57
SP20,G3,P01,3/24/2021,5299,203,204,Milk Bars,Bars,LARGE,1.52
SP13,G6,P21,3/24/2021,4858,174,324,Choco Coated Almonds,Bites,SMALL,6.17
SP15,G4,P08,3/24/2021,357,204,19,99% Dark & Pure,Bars,LARGE,2.47
SP08,G1,P02,3/24/2021,5264,182,405,50% Dark Bites,Bites,LARGE,2.57
SP09,G5,P10,3/24/2021,7896,83,304,Spicy Special Slims,Bites,LARGE,5.79
SP05,G2,P15,3/24/2021,9548,173,796,Baker's Choco Chips,Bars,SMALL,3.4
SP08,G5,P04,3/24/2021,3024,240,178,Raspberry Choco,Bars,LARGE,4.09
SP17,G4,P01,3/24/2021,12257,365,409,Milk Bars,Bars,LARGE,1.52
SP05,G3,P01,3/24/2021,5327,2,184,Milk Bars,Bars,LARGE,1.52
SP18,G6,P11,3/24/2021,784,208,33,After Nines,Bites,LARGE,4.43
SP08,G6,P13,3/25/2021,5824,248,278,85% Dark Bars,Bars,SMALL,0.64
SP25,G4,P22,3/25/2021,11354,119,494,Peanut Butter Cubes,Bites,SMALL,3.57
SP11,G3,P15,3/25/2021,7245,185,725,Baker's Choco Chips,Bars,SMALL,3.4
SP16,G4,P12,3/25/2021,2870,480,160,Fruit & Nut Bars,Bars,LARGE,1.58
SP25,G4,P09,3/25/2021,721,191,91,Orange Choco,Bars,LARGE,7.14
SP04,G2,P01,3/25/2021,1274,197,42,Milk Bars,Bars,LARGE,1.52
SP15,G6,P03,3/25/2021,12187,266,717,Almond Choco,Bars,LARGE,9.6
SP19,G4,P05,3/25/2021,17969,77,899,Mint Chip Choco,Bars,LARGE,1.54
SP19,G5,P17,3/25/2021,2471,174,103,Caramel Stuffed Bars,Bars,SMALL,0.54
SP13,G6,P13,3/25/2021,2296,52,100,85% Dark Bars,Bars,SMALL,0.64
SP21,G4,P03,3/25/2021,10801,35,636,Almond Choco,Bars,LARGE,9.6
SP01,G5,P07,3/25/2021,3031,49,117,Drinking Coco,Other,LARGE,1.62
SP01,G2,P12,3/25/2021,112,252,11,Fruit & Nut Bars,Bars,LARGE,1.58
SP03,G5,P17,3/25/2021,329,130,14,Caramel Stuffed Bars,Bars,SMALL,0.54
SP03,G4,P12,3/25/2021,9590,154,600,Fruit & Nut Bars,Bars,LARGE,1.58
SP09,G3,P07,3/25/2021,3220,209,115,Drinking Coco,Other,LARGE,1.62
SP04,G1,P11,3/25/2021,9660,106,358,After Nines,Bites,LARGE,4.43
SP08,G1,P14,3/25/2021,9737,184,886,White Choc,Other,SMALL,0.16
SP05,G6,P15,3/25/2021,3899,199,488,Baker's Choco Chips,Bars,SMALL,3.4
SP10,G6,P18,3/26/2021,1477,58,48,Manuka Honey Choco,Other,SMALL,4.75
SP15,G5,P10,3/26/2021,4242,324,152,Spicy Special Slims,Bites,LARGE,5.79
SP25,G2,P19,3/26/2021,8946,163,895,70% Dark Bites,Bites,SMALL,4.97
SP25,G1,P09,3/26/2021,14504,150,1813,Orange Choco,Bars,LARGE,7.14
SP15,G4,P18,3/26/2021,6433,130,202,Manuka Honey Choco,Other,SMALL,4.75
SP06,G3,P11,3/26/2021,9261,143,343,After Nines,Bites,LARGE,4.43
SP20,G4,P13,3/26/2021,756,71,38,85% Dark Bars,Bars,SMALL,0.64
SP03,G2,P15,3/26/2021,4018,10,447,Baker's Choco Chips,Bars,SMALL,3.4
SP12,G5,P08,3/26/2021,168,281,9,99% Dark & Pure,Bars,LARGE,2.47
SP03,G3,P17,3/26/2021,4004,16,149,Caramel Stuffed Bars,Bars,SMALL,0.54
SP13,G5,P08,3/26/2021,6272,133,299,99% Dark & Pure,Bars,LARGE,2.47
SP08,G1,P19,3/26/2021,5215,87,348,70% Dark Bites,Bites,SMALL,4.97
SP03,G4,P10,3/26/2021,3094,21,148,Spicy Special Slims,Bites,LARGE,5.79
SP21,G5,P08,3/26/2021,9324,171,583,99% Dark & Pure,Bars,LARGE,2.47
SP23,G6,P16,3/26/2021,20447,78,758,Organic Choco Syrup,Other,SMALL,1.47
SP07,G1,P15,3/26/2021,14189,19,1183,Baker's Choco Chips,Bars,SMALL,3.4
SP13,G1,P20,3/26/2021,6503,231,434,Smooth Sliky Salty,Bars,SMALL,2.97
SP06,G2,P12,3/26/2021,2212,24,202,Fruit & Nut Bars,Bars,LARGE,1.58
SP11,G4,P21,3/26/2021,2975,45,142,Choco Coated Almonds,Bites,SMALL,6.17
SP14,G2,P14,3/29/2021,4788,217,342,White Choc,Other,SMALL,0.16
SP13,G2,P14,3/29/2021,9604,201,565,White Choc,Other,SMALL,0.16
SP21,G4,P07,3/29/2021,616,181,24,Drinking Coco,Other,LARGE,1.62
SP20,G2,P02,3/29/2021,7644,4,695,50% Dark Bites,Bites,LARGE,2.57
SP07,G1,P02,3/29/2021,4193,153,263,50% Dark Bites,Bites,LARGE,2.57
SP18,G5,P05,3/29/2021,6132,183,307,Mint Chip Choco,Bars,LARGE,1.54
SP20,G4,P20,3/29/2021,7896,302,376,Smooth Sliky Salty,Bars,SMALL,2.97
SP22,G4,P16,3/29/2021,2576,332,96,Organic Choco Syrup,Other,SMALL,1.47
SP13,G1,P04,3/29/2021,2821,197,157,Raspberry Choco,Bars,LARGE,4.09
SP07,G5,P11,3/29/2021,12103,88,485,After Nines,Bites,LARGE,4.43
SP02,G3,P20,3/29/2021,5271,330,377,Smooth Sliky Salty,Bars,SMALL,2.97
SP12,G2,P15,3/29/2021,5117,66,512,Baker's Choco Chips,Bars,SMALL,3.4
SP08,G6,P09,3/30/2021,4767,232,434,Orange Choco,Bars,LARGE,7.14
SP04,G1,P17,3/30/2021,20076,29,670,Caramel Stuffed Bars,Bars,SMALL,0.54
SP25,G4,P06,3/30/2021,2583,206,185,Eclairs,Bites,LARGE,2.24
SP20,G4,P09,3/30/2021,14210,39,2030,Orange Choco,Bars,LARGE,7.14
SP01,G3,P15,3/30/2021,4403,25,315,Baker's Choco Chips,Bars,SMALL,3.4
SP03,G5,P10,3/30/2021,12985,279,619,Spicy Special Slims,Bites,LARGE,5.79
SP14,G3,P13,3/30/2021,1358,63,68,85% Dark Bars,Bars,SMALL,0.64
SP01,G1,P15,3/30/2021,203,330,19,Baker's Choco Chips,Bars,SMALL,3.4
SP06,G5,P06,3/30/2021,1281,275,99,Eclairs,Bites,LARGE,2.24
SP22,G5,P16,3/30/2021,13475,119,539,Organic Choco Syrup,Other,SMALL,1.47
SP19,G6,P14,3/30/2021,1547,200,119,White Choc,Other,SMALL,0.16
SP04,G1,P03,3/31/2021,6013,217,317,Almond Choco,Bars,LARGE,9.6
SP20,G5,P19,3/31/2021,10703,21,1071,70% Dark Bites,Bites,SMALL,4.97
SP10,G3,P11,3/31/2021,7630,236,306,After Nines,Bites,LARGE,4.43
SP21,G2,P06,3/31/2021,5369,251,384,Eclairs,Bites,LARGE,2.24
SP03,G5,P21,3/31/2021,7917,115,360,Choco Coated Almonds,Bites,SMALL,6.17
SP02,G5,P06,3/31/2021,259,116,17,Eclairs,Bites,LARGE,2.24
SP10,G2,P16,4/1/2021,3115,22,112,Organic Choco Syrup,Other,SMALL,1.47
SP14,G6,P06,4/1/2021,10731,117,537,Eclairs,Bites,LARGE,2.24
SP18,G6,P06,4/1/2021,2352,21,181,Eclairs,Bites,LARGE,2.24
SP03,G2,P08,4/1/2021,5138,51,303,99% Dark & Pure,Bars,LARGE,2.47
SP17,G1,P09,4/1/2021,1428,194,102,Orange Choco,Bars,LARGE,7.14
SP07,G5,P13,4/1/2021,3598,17,157,85% Dark Bars,Bars,SMALL,0.64
SP04,G5,P06,4/1/2021,10528,21,555,Eclairs,Bites,LARGE,2.24
SP15,G3,P11,4/2/2021,2100,242,70,After Nines,Bites,LARGE,4.43
SP21,G1,P01,4/2/2021,6797,218,262,Milk Bars,Bars,LARGE,1.52
SP14,G2,P17,4/2/2021,6202,52,249,Caramel Stuffed Bars,Bars,SMALL,0.54
